Siebel Enterprise Applications Siebel Server Manager, Version 7.5.3.17 [16285] LANG_INDEPENDENT
Copyright (c) 2001 Siebel Systems, Inc.  All rights reserved.

This software is the property of Siebel Systems, Inc., 2207 Bridgepointe Parkway,
San Mateo, CA 94404.

User agrees that any use of this software is governed by: (1) the applicable
user limitations and other terms and conditions of the license agreement which
has been entered into with Siebel Systems or its authorized distributors; and
(2) the proprietary and restricted rights notices included in this software.

WARNING: THIS COMPUTER PROGRAM IS PROTECTED BY U.S. AND INTERNATIONAL LAW.
UNAUTHORIZED REPRODUCTION, DISTRIBUTION OR USE OF THIS PROGRAM, OR ANY PORTION
OF IT, MAY RESULT IN SEVERE CIVIL AND CRIMINAL PENALTIES, AND WILL BE
PROSECUTED TO THE MAXIMUM EXTENT POSSIBLE UNDER THE LAW.

If you have received this software in error, please notify Siebel Systems
immediately at (650) 295-5000.

Type "help" for list of commands, "help <topic>" for detailed help

Connected to 1 server(s) out of a total of 1 server(s) in the enterprise

srvrmgr:foobarcrm1> load preferences
File: D:\sea752\client\BIN\.Siebel_svrmgr.pref

srvrmgr:foobarcrm1> list comp

SV_NAME     CC_ALIAS           CC_NAME                               CT_ALIAS  CG_ALIAS      CC_RUNMODE   CP_DISP_RUN_STATE  CP_NUM_RUN_TASKS  CP_MAX_TASKS  CP_ACTV_MTS_PROCS  CP_MAX_MTS_PROCS  CP_START_TIME        CP_END_TIME  CP_STATUS  CC_INCARN_NO  CC_DESC_TEXT
----------  -----------------  ------------------------------------  --------  ------------  -----------  -----------------  ----------------  ------------  -----------------  ----------------  -------------------  -----------  ---------  ------------  ------------
foobarcrm1  BusIntBatchMgr     Business Integration Batch Manager              EAI           Batch        Ativado            0                 20            1                  1                 2013-03-16 05:03:34
foobarcrm1  BusIntMgr          Business Integration Manager                    EAI           Batch        Ativado            0                 20            1                  1                 2013-03-16 05:03:34
foobarcrm1  ClientAdmin        Client Administration                           System        Background   Ativado            0                 1                                                  2013-03-16 05:03:34
foobarcrm1  CommConfigMgr      Communications Configuration Manager            CommMgmt      Batch        Ativado            0                 20            1                  1                 2013-03-16 05:03:34
foobarcrm1  CommInboundMgr     Communications Inbound Manager                  CommMgmt      Batch        Ativado            0                 20            1                  1                 2013-03-16 05:03:34
foobarcrm1  CommOutboundMgr    Communications Outbound Manager                 CommMgmt      Batch        Ativado            0                 50            1                  1                 2013-03-16 05:03:34
foobarcrm1  CommSessionMgr     Communications Session Manager                  CommMgmt      Batch        Ativado            0                 20            1                  1                 2013-03-16 05:03:34
foobarcrm1  DbXtract           Database Extract                                Remote        Batch        Ativado            0                 10                                                 2013-03-16 05:03:34
foobarcrm1  EAIObjMgr_ptb      EAI Object Manager (PTB)                        EAI           Interactive  Ativado            0                 20            1                  1                 2013-03-16 05:03:34
foobarcrm1  MailMgr            Email Manager                                   CommMgmt      Background   Ativado            0                 20                                                 2013-03-16 05:03:34
foobarcrm1  EIM                Enterprise Integration Mgr                      EAI           Batch        Ativado            0                 5                                                  2013-03-16 05:03:34
foobarcrm1  FSMSrvr            File System Manager                             System        Batch        Ativado            0                 20            1                  1                 2013-03-16 05:03:34
foobarcrm1  GenNewDb           Generate New Database                           Remote        Batch        Ativado            0                 1                                                  2013-03-16 05:03:34
foobarcrm1  GenTrig            Generate Triggers                               Workflow      Batch        Ativado            0                 1                                                  2013-03-16 05:03:34
foobarcrm1  PageMgr            Page Manager                                    CommMgmt      Background   Ativado            0                 20                                                 2013-03-16 05:03:34
foobarcrm1  PDbXtract          Parallel Database Extract                       Remote        Batch        Em execução        4                 10            1                  1                 2013-03-16 05:03:34
foobarcrm1  RepAgent           Replication Agent                               Remote        Background   Ativado            0                 1                                                  2013-03-16 05:03:34
foobarcrm1  ServerMgr          Server Manager                                  System        Interactive  Em execução        1                 20                                                 2013-03-16 05:03:34
foobarcrm1  SRBroker           Server Request Broker                           System        Interactive  Em execução        3                 100           1                  1                 2013-03-16 05:03:34
foobarcrm1  SRProc             Server Request Processor                        System        Interactive  Fax                0                 20            0                  1                 2013-03-16 05:03:34
foobarcrm1  SynchMgr           Synchronization Manager                         Remote        Interactive  Ativado            0                 100           1                  1                 2013-03-16 05:03:34
foobarcrm1  TxnMerge           Transaction Merger                              Remote        Background   Ativado            0                 10                                                 2013-03-16 05:03:34
foobarcrm1  TxnProc            Transaction Processor                           Remote        Background   Ativado            0                 1                                                  2013-03-16 05:03:34
foobarcrm1  TxnRoute           Transaction Router                              Remote        Background   Ativado            0                 10                                                 2013-03-16 05:03:34
foobarcrm1  UpgKitBldr         Upgrade Kit Builder                             SiebAnywhere  Batch        Ativado            0                 1             1                  1                 2013-03-16 05:03:34
foobarcrm1  WorkActn           Workflow Action Agent                           Workflow      Background   Ativado            0                 5                                                  2013-03-16 05:03:34
foobarcrm1  WorkMon            Workflow Monitor Agent                          Workflow      Background   Ativado            0                 5                                                  2013-03-16 05:03:34
foobarcrm1  WfProcBatchMgr     Workflow Process Batch Manager                  Workflow      Batch        Ativado            0                 20            1                  1                 2013-03-16 05:03:34
foobarcrm1  WfProcMgr          Workflow Process Manager                        Workflow      Batch        Fax                0                 20            0                  1                 2013-03-16 05:03:34
foobarcrm1  ePharmaObjMgr_ptb  ePharma Object Manager (PTB)                    LifeSciences  Interactive  Ativado            0                 20            1                  1                 2013-03-16 05:03:34

30 rows returned.

srvrmgr:foobarcrm1> list comp types

CT_NAME                                                                       CT_RUNMODE                       CT_ALIAS                         CT_DESC_TEXT
IC Quota Import Service                                                       Batch                            IC Quota Import Service          IC Quota Import Service Service
IC Quota Import Service                                                       Background                       IC Quota Import Service          IC Quota Import Service Service
IComp Credit Assignment Engine                                                Batch                            ICompCreditAsgn                  Assigns credit allocation based on crediting rules
Incentive Compensation Mgr                                                    Batch                            ICompMgr                         Calculates Incentive Compensations
SRM Tester for key-based routing                                              Batch                            KRSrmTst                         Server Request Manager Test Component for key-based routing
List Import                                                                   Batch                            List Import                      List Import Service
List Import                                                                   Background                       List Import                      List Import Service
List Manager                                                                  Batch                            ListMgr                          Loads outside files for list manager
E-mail Manager                                                                Background                       MailMgr                          Sends e-mail initiated by Workflow Manager
Marketing Server                                                              Batch                            MktgSrvr                         Manages Marketing Server
Marketing Server                                                              Background                       MktgSrvr                         Manages Marketing Server
OM Regression Test                                                            Batch                            OM Regression Test               OM Regression Test Service
OM Regression Test                                                            Background                       OM Regression Test               OM Regression Test Service
Optimizer Service                                                             Batch                            Optimizer Service                Optimizer Service Service
Optimizer Service                                                             Background                       Optimizer Service                Optimizer Service Service
Outbound Communications Manager                                               Batch                            Outbound Communications Manage   Outbound Communications Manager Service
Outbound Communications Manager                                               Background                       Outbound Communications Manage   Outbound Communications Manager Service
Page Manager                                                                  Background                       PageMgr                          Sends pages initiated by Workflow Manager and Siebel Client
Perf MQReceive Processor                                                      Batch                            Perf MQReceive Processor         Perf MQReceive Processor Service
Perf MQReceive Processor                                                      Background                       Perf MQReceive Processor         Perf MQReceive Processor Service
Batch Real-Time Integration                                                   Batch                            RTIBatch                         Batch for Real-Time integration with BackOffice (ERP) Systems
Replication Agent                                                             Background                       RepAgent                         Synchronizes a Siebel Remote regional database with HQ
Report Business Service                                                       Batch                            Report Business Service          Report Business Service Service
Report Business Service                                                       Background                       Report Business Service          Report Business Service Service
Report Execution Engine                                                       Batch                            Report Execution Engine          Report Execution Engine Service
Report Execution Engine                                                       Background                       Report Execution Engine          Report Execution Engine Service
Server Request Broker                                                         Interactive                      ReqBroker                        Route requests and asynchronous notification among clients and components
Server Request Processor                                                      Background                       ReqProc                          Processes Server requests asynchronously
Rule Manager Service                                                          Batch                            Rule Manager Service             Rule Manager Service Service
Rule Manager Service                                                          Background                       Rule Manager Service             Rule Manager Service Service
SIS Test Component                                                            Batch                            SISTst                           SIS Test Component use for testing shared memory instance
SIS Test Component                                                            Interactive                      SISTst                           SIS Test Component use for testing shared memory instance
SIS Test Component                                                            Background                       SISTst                           SIS Test Component use for testing shared memory instance
SME Filter Expression                                                         Batch                            SME Filter Expression            SME Filter Expression Service
SME Filter Expression                                                         Background                       SME Filter Expression            SME Filter Expression Service
SME Java Expression                                                           Batch                            SME Java Expression              SME Java Expression Service
SME Java Expression                                                           Background                       SME Java Expression              SME Java Expression Service
Server Request Manager                                                        Batch                            SRMSynch                         Handles synchronous Server requests
Server Request Processor (SRP)                                                Interactive                      SRProc                           Store requests/notifications into database and forward them to components/clients
Sales Hierarchy Service                                                       Batch                            Sales Hierarchy Service          Sales Hierarchy Service Service
Sales Hierarchy Service                                                       Background                       Sales Hierarchy Service          Sales Hierarchy Service Service
Server Manager                                                                Interactive                      ServerMgr                        Administration of Siebel Servers within the Enterprise
Smart Answer Client                                                           Batch                            Smart Answer Client              Smart Answer Client Service
Smart Answer Client                                                           Background                       Smart Answer Client              Smart Answer Client Service
Smart Script Execution Cleanup                                                Batch                            Smart Script Execution Cleanup   Smart Script Execution Cleanup Service
Smart Script Execution Cleanup                                                Background                       Smart Script Execution Cleanup   Smart Script Execution Cleanup Service
Source Code Lookup                                                            Batch                            Source Code Lookup               Source Code Lookup Service
Source Code Lookup                                                            Background                       Source Code Lookup               Source Code Lookup Service
SrchFileSrvr                                                                  Batch                            SrchFileSrvr                     SrchFileSrvr Service
SrchFileSrvr                                                                  Background                       SrchFileSrvr                     SrchFileSrvr Service
SRM Tester 1                                                                  Batch                            SrmTst1                          Server Request Manager Test Component 1
SRM Tester 2                                                                  Batch                            SrmTst2                          Server Request Manager Test Component 2
SRM Tester 3                                                                  Batch                            SrmTst3                          Server Request Manager Test Component 3
SRM Tester 4                                                                  Batch                            SrmTst4                          Server Request Manager Test Component 4
Synchronization Manager                                                       Interactive                      SynchMgr                         Services Siebel Remote synchronization clients
Test Utilities                                                                Batch                            Test Utilities                   Test Utilities Service
Test Utilities                                                                Background                       Test Utilities                   Test Utilities Service
Request MT Test Server                                                        Batch                            TestMTReq                        Component used for testing Multi-threaded Request Mode Server
Multithreaded Test Server                                                     Batch                            TestMTSrvr                       Component used for testing Multithreaded Server
Multithreaded Test Server                                                     Interactive                      TestMTSrvr                       Component used for testing Multithreaded Server
Request Test Server                                                           Batch                            TestReq                          Component used for testing Request Mode Server
Session Test Server                                                           Interactive                      TestSess                         Component used for testing Session Mode Server
Test Server                                                                   Batch                            TestSrvr                         Component used for testing Client Administration
Test Server                                                                   Background                       TestSrvr                         Component used for testing Client Administration
Transaction Merger                                                            Background                       TxnMerge                         Merges transactions from Siebel Remote clients
Transaction Processor                                                         Background                       TxnProc                          Prepares the transaction log for the Transaction Router
Transaction Router                                                            Background                       TxnRoute                         Routes visible transactions to Siebel Remote clients
Update Manager                                                                Batch                            UpdateMgr                        Server component that will update DNB and List Management
Upgrade Kit Wizard OMSV                                                       Batch                            Upgrade Kit Wizard OMSV          Upgrade Kit Wizard OMSV Service
Upgrade Kit Wizard OMSV                                                       Background                       Upgrade Kit Wizard OMSV          Upgrade Kit Wizard OMSV Service
Workflow Action Agent                                                         Background                       WorkActn                         Executes actions for pre-defined events
Workflow Monitor Agent                                                        Background                       WorkMon                          Monitors the database for pre-defined events
Workflow Process Manager                                                      Batch                            Workflow Process Manager         Workflow Process Manager Service
Workflow Process Manager                                                      Background                       Workflow Process Manager         Workflow Process Manager Service
Web Collaboration Server Component                                            Batch                            ssscmesrvr                       Web Collaboration Server Component

143 rows returned.

srvrmgr:foobarcrm1> list params

PA_ALIAS                       PA_VALUE                               PA_DATATYPE  PA_SCOPE   PA_SUBSYSTEM                    PA_SETLEVEL      PA_DISP_SETLEVEL  PA_NAME
-----------------------------  -------------------------------------  -----------  ---------  ------------------------------  ---------------  ----------------  -----------------------------------------------------------------------
16KTblSpace                                                           String       Subsystem  Database Access                 SIS_NEVER_SET    SIS_NEVER_SET     16K Tablespace Name
32KTblSpace                                                           String       Subsystem  Database Access                 SIS_NEVER_SET    SIS_NEVER_SET     32K Tablespace Name
ActId                                                                 String       Subsystem  Abs and Optimizer Subsystem     SIS_NEVER_SET    SIS_NEVER_SET     Activity Id
ActIds                                                                String       Subsystem  Abs and Optimizer Subsystem     SIS_NEVER_SET    SIS_NEVER_SET     Activity Ids
ActPriority                                                           String       Subsystem  Abs and Optimizer Subsystem     SIS_NEVER_SET    SIS_NEVER_SET     Activity Priority
ActType                                                               String       Subsystem  Abs and Optimizer Subsystem     SIS_NEVER_SET    SIS_NEVER_SET     Activity Type
ActivityId                                                            String       Subsystem  Communications Outbound Manage  SIS_NEVER_SET    SIS_NEVER_SET     Activity Id
ActuateReportCastDomain        CHANGE_ME                              String       Subsystem  Infrastructure Actuate Reports                                     Actuate Report Cast Domain
ActuateReportCastLang          LANG_INDEPENDENT                       String       Subsystem  Infrastructure Actuate Reports                                     Actuate Server Report Cast Language
ActuateReportPollWait          30                                     Integer      Subsystem  Infrastructure Actuate Reports                                     Actuate Server Poll Wait Limit
ActuateRequestPollInterval     10,0,0,10                              String       Subsystem  Infrastructure Actuate Reports  SIS_DEFAULT_SET  SIS_DEFAULT_SET   Actuate Request Status Poll Interval
ActuateRoxDir                  /Siebel Reports/                       String       Subsystem  Infrastructure Actuate Reports                                     Actuate Server Rox Directory
AddToCartAutoQuote             TRUE                                   String       Subsystem  Infrastructure Shopping Servic  SIS_DEFAULT_SET  SIS_DEFAULT_SET   AddToCartAutoQuote
AddToCartGotoView              NONE                                   String       Subsystem  Infrastructure Shopping Servic  SIS_DEFAULT_SET  SIS_DEFAULT_SET   AddToCartGotoView
AddressList                                                           String       Subsystem  Communications Outbound Manage  SIS_NEVER_SET    SIS_NEVER_SET     Address List
AdvanceTo                                                             String       Subsystem  Field Service Invoice Engine    SIS_NEVER_SET    SIS_NEVER_SET     Advance To
AgreeId/AgreeItemId                                                   String       Subsystem  Field Service Invoice Engine    SIS_NEVER_SET    SIS_NEVER_SET     Agreement Id/Agreement Item Id
AnonymousQuote                 FALSE                                  String       Subsystem  Infrastructure Shopping Servic  SIS_DEFAULT_SET  SIS_DEFAULT_SET   AnonymousQuote
AppendOrigMsg                                                         String       Subsystem  Communications Outbound Manage  SIS_NEVER_SET    SIS_NEVER_SET     Append Original Message
AssetBasedOrderingEnabled      False                                  Boolean      Subsystem  Object Manager                  SIS_DEFAULT_SET  SIS_DEFAULT_SET   Order Management - Enable Asset Based Ordering
AttachFileList                                                        String       Subsystem  Communications Outbound Manage  SIS_NEVER_SET    SIS_NEVER_SET     Attachment File List
AttachNameList                                                        String       Subsystem  Communications Outbound Manage  SIS_NEVER_SET    SIS_NEVER_SET     Attachment Name List
AutoQuoteDefaultOwner          TRUE                                   String       Subsystem  Infrastructure Shopping Servic  SIS_DEFAULT_SET  SIS_DEFAULT_SET   AutoQuoteDefaultOwner
AutoRestart                    False                                  Boolean      Subsystem  Process Management              SIS_DEFAULT_SET  SIS_DEFAULT_SET   Auto Restart
AutoStart                      True                                   Boolean      Server                                     SIS_DEFAULT_SET  SIS_DEFAULT_SET   Auto Startup Mode
BreakFlag                                                             String       Subsystem  Abs and Optimizer Subsystem     SIS_NEVER_SET    SIS_NEVER_SET     Break Flag
CACertFileName                                                        String       Subsystem  Networking                      SIS_NEVER_SET    SIS_NEVER_SET     CA certificate file name
CFGAccessDir                   %ACCESS_DIR%                           String       Subsystem  Infrastructure Objmgr configur                                     Application Access Directory
CFGClientRootDir               d:\sea752\siebsrvr                     String       Subsystem  Infrastructure Objmgr configur                                     Application Client Rootdir
CFGCorbaDLL                    sscfcorb.dll                           String       Subsystem  Infrastructure Objmgr configur                                     Application Corba DLL
CFGCorrespODBCDatasource       Siebel Reports: Access                 String       Subsystem  Infrastructure Objmgr configur  SIS_DEFAULT_SET  SIS_DEFAULT_SET   Application Correspondence ODBC datasource
CFGDatasource                  ServerDataSrc                          String       Subsystem  Infrastructure Objmgr configur  SIS_DEFAULT_SET  SIS_DEFAULT_SET   Application Datasource
CFGDocumentIntegrator          Microsoft Office                       String       Subsystem  Infrastructure Objmgr configur  SIS_DEFAULT_SET  SIS_DEFAULT_SET   Application Document Integrator
CFGEnableOLEAutomation         True                                   Boolean      Subsystem  Infrastructure Objmgr configur                                     Application OLE Automated Flag
CFGEnableScripting             True                                   Boolean      Subsystem  Infrastructure Objmgr configur  SIS_DEFAULT_SET  SIS_DEFAULT_SET   Application Scripting Enabled
CFGEncryptPassword             False                                  Boolean      Subsystem  Infrastructure Objmgr configur  SIS_DEFAULT_SET  SIS_DEFAULT_SET   Application Encrypt Password
CFGJTCHelpURL                                                         String       Subsystem  Infrastructure Objmgr configur  SIS_NEVER_SET    SIS_NEVER_SET     Application JTC HELP URL
CFGJseCorbaConnector           corbavgn.dll                           String       Subsystem  Infrastructure Objmgr configur                                     Application JSE Corba Connector Dll
CFGOLEAutomationDLL            sscfole.dll                            String       Subsystem  Infrastructure Objmgr configur                                     Application OLE Automation DLL
